"$StreamingMovies$ = No AND $Contract$ = One year => No",352.0,327.0
"$MonthlyCharges$ <= 94.44999999999999 AND $TotalCharges$ > 762.175 AND $PaymentMethod$ = Credit card (automatic) AND $MonthlyCharges$ > 75.67500000000001 AND $TotalCharges$ > 120.0 AND $tenure$ <= 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => No",10.0,8.0
"$MonthlyCharges$ > 94.44999999999999 AND $TotalCharges$ > 762.175 AND $PaymentMethod$ = Credit card (automatic) AND $MonthlyCharges$ > 75.67500000000001 AND $TotalCharges$ > 120.0 AND $tenure$ <= 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => Yes",10.0,6.0
"$StreamingMovies$ = No AND $PaymentMethod$ = Mailed check AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => No",31.0,25.0
"$MonthlyCharges$ <= 92.775 AND $StreamingMovies$ = Yes AND $PaymentMethod$ = Mailed check AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => Yes",10.0,7.0
"$MonthlyCharges$ > 92.775 AND $StreamingMovies$ = Yes AND $PaymentMethod$ = Mailed check AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => No",13.0,8.0
"$TotalCharges$ <= 2377.0 AND $MonthlyCharges$ <= 74.975 AND $MonthlyCharges$ <= 103.67500000000001 AND $PaymentMethod$ = Bank transfer (automatic) AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => Yes",12.0,9.0
"$TotalCharges$ > 2377.0 AND $MonthlyCharges$ <= 74.975 AND $MonthlyCharges$ <= 103.67500000000001 AND $PaymentMethod$ = Bank transfer (automatic) AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => No",10.0,8.0
"$PaperlessBilling$ = No AND $MonthlyCharges$ > 74.975 AND $MonthlyCharges$ <= 103.67500000000001 AND $PaymentMethod$ = Bank transfer (automatic) AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => No",31.0,26.0
"$MonthlyCharges$ <= 79.6 AND $PaperlessBilling$ = Yes AND $MonthlyCharges$ > 74.975 AND $MonthlyCharges$ <= 103.67500000000001 AND $PaymentMethod$ = Bank transfer (automatic) AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => No",10.0,9.0
"$MonthlyCharges$ <= 86.17500000000001 AND $TechSupport$ = No AND $MonthlyCharges$ > 79.6 AND $PaperlessBilling$ = Yes AND $MonthlyCharges$ > 74.975 AND $MonthlyCharges$ <= 103.67500000000001 AND $PaymentMethod$ = Bank transfer (automatic) AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => Yes",19.0,11.0
"$MonthlyCharges$ > 86.17500000000001 AND $TechSupport$ = No AND $MonthlyCharges$ > 79.6 AND $PaperlessBilling$ = Yes AND $MonthlyCharges$ > 74.975 AND $MonthlyCharges$ <= 103.67500000000001 AND $PaymentMethod$ = Bank transfer (automatic) AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => No",39.0,27.0
"$TechSupport$ = Yes AND $MonthlyCharges$ > 79.6 AND $PaperlessBilling$ = Yes AND $MonthlyCharges$ > 74.975 AND $MonthlyCharges$ <= 103.67500000000001 AND $PaymentMethod$ = Bank transfer (automatic) AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => No",13.0,11.0
"$OnlineSecurity$ = Yes AND $MonthlyCharges$ > 103.67500000000001 AND $PaymentMethod$ = Bank transfer (automatic) AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => No",12.0,8.0
"$OnlineSecurity$ = No AND $MonthlyCharges$ > 103.67500000000001 AND $PaymentMethod$ = Bank transfer (automatic) AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => Yes",14.0,10.0
"$TotalCharges$ <= 1571.45 AND $MonthlyCharges$ <= 86.6 AND $DeviceProtection$ = Yes AND $TotalCharges$ <= 3001.075 AND $TotalCharges$ <= 3083.6 AND $PaymentMethod$ = Electronic check AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => Yes",10.0,6.0
"$TotalCharges$ > 1571.45 AND $MonthlyCharges$ <= 86.6 AND $DeviceProtection$ = Yes AND $TotalCharges$ <= 3001.075 AND $TotalCharges$ <= 3083.6 AND $PaymentMethod$ = Electronic check AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => No",11.0,8.0
"$MonthlyCharges$ > 86.6 AND $DeviceProtection$ = Yes AND $TotalCharges$ <= 3001.075 AND $TotalCharges$ <= 3083.6 AND $PaymentMethod$ = Electronic check AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => Yes",59.0,42.0
"$MonthlyCharges$ <= 83.175 AND $TotalCharges$ <= 2185.1000000000004 AND $PaperlessBilling$ = No AND $DeviceProtection$ = No AND $TotalCharges$ <= 3001.075 AND $TotalCharges$ <= 3083.6 AND $PaymentMethod$ = Electronic check AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => No",11.0,6.0
"$MonthlyCharges$ > 83.175 AND $TotalCharges$ <= 2185.1000000000004 AND $PaperlessBilling$ = No AND $DeviceProtection$ = No AND $TotalCharges$ <= 3001.075 AND $TotalCharges$ <= 3083.6 AND $PaymentMethod$ = Electronic check AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => Yes",12.0,7.0
"$TotalCharges$ > 2185.1000000000004 AND $PaperlessBilling$ = No AND $DeviceProtection$ = No AND $TotalCharges$ <= 3001.075 AND $TotalCharges$ <= 3083.6 AND $PaymentMethod$ = Electronic check AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => No",12.0,10.0
"$TotalCharges$ <= 1192.4250000000002 AND $PaperlessBilling$ = Yes AND $DeviceProtection$ = No AND $TotalCharges$ <= 3001.075 AND $TotalCharges$ <= 3083.6 AND $PaymentMethod$ = Electronic check AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => Yes",11.0,9.0
"$TotalCharges$ <= 1348.225 AND $TotalCharges$ > 1192.4250000000002 AND $PaperlessBilling$ = Yes AND $DeviceProtection$ = No AND $TotalCharges$ <= 3001.075 AND $TotalCharges$ <= 3083.6 AND $PaymentMethod$ = Electronic check AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => No",14.0,11.0
"$TotalCharges$ <= 1556.35 AND $TotalCharges$ > 1348.225 AND $TotalCharges$ > 1192.4250000000002 AND $PaperlessBilling$ = Yes AND $DeviceProtection$ = No AND $TotalCharges$ <= 3001.075 AND $TotalCharges$ <= 3083.6 AND $PaymentMethod$ = Electronic check AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => Yes",23.0,17.0
"$TotalCharges$ <= 1638.3 AND $TotalCharges$ > 1556.35 AND $TotalCharges$ > 1348.225 AND $TotalCharges$ > 1192.4250000000002 AND $PaperlessBilling$ = Yes AND $DeviceProtection$ = No AND $TotalCharges$ <= 3001.075 AND $TotalCharges$ <= 3083.6 AND $PaymentMethod$ = Electronic check AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => No",10.0,9.0
"$MonthlyCharges$ <= 80.475 AND $Partner$ = No AND $MonthlyCharges$ <= 86.275 AND $tenure$ <= 31.5 AND $TotalCharges$ > 1638.3 AND $TotalCharges$ > 1556.35 AND $TotalCharges$ > 1348.225 AND $TotalCharges$ > 1192.4250000000002 AND $PaperlessBilling$ = Yes AND $DeviceProtection$ = No AND $TotalCharges$ <= 3001.075 AND $TotalCharges$ <= 3083.6 AND $PaymentMethod$ = Electronic check AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => Yes",10.0,7.0
"$MonthlyCharges$ > 80.475 AND $Partner$ = No AND $MonthlyCharges$ <= 86.275 AND $tenure$ <= 31.5 AND $TotalCharges$ > 1638.3 AND $TotalCharges$ > 1556.35 AND $TotalCharges$ > 1348.225 AND $TotalCharges$ > 1192.4250000000002 AND $PaperlessBilling$ = Yes AND $DeviceProtection$ = No AND $TotalCharges$ <= 3001.075 AND $TotalCharges$ <= 3083.6 AND $PaymentMethod$ = Electronic check AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => No",14.0,9.0
"$Partner$ = Yes AND $MonthlyCharges$ <= 86.275 AND $tenure$ <= 31.5 AND $TotalCharges$ > 1638.3 AND $TotalCharges$ > 1556.35 AND $TotalCharges$ > 1348.225 AND $TotalCharges$ > 1192.4250000000002 AND $PaperlessBilling$ = Yes AND $DeviceProtection$ = No AND $TotalCharges$ <= 3001.075 AND $TotalCharges$ <= 3083.6 AND $PaymentMethod$ = Electronic check AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => No",16.0,12.0
"$TotalCharges$ <= 1940.05 AND $TechSupport$ = No AND $MonthlyCharges$ > 86.275 AND $tenure$ <= 31.5 AND $TotalCharges$ > 1638.3 AND $TotalCharges$ > 1556.35 AND $TotalCharges$ > 1348.225 AND $TotalCharges$ > 1192.4250000000002 AND $PaperlessBilling$ = Yes AND $DeviceProtection$ = No AND $TotalCharges$ <= 3001.075 AND $TotalCharges$ <= 3083.6 AND $PaymentMethod$ = Electronic check AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => Yes",11.0,10.0
"$tenure$ <= 24.5 AND $TotalCharges$ > 1940.05 AND $TechSupport$ = No AND $MonthlyCharges$ > 86.275 AND $tenure$ <= 31.5 AND $TotalCharges$ > 1638.3 AND $TotalCharges$ > 1556.35 AND $TotalCharges$ > 1348.225 AND $TotalCharges$ > 1192.4250000000002 AND $PaperlessBilling$ = Yes AND $DeviceProtection$ = No AND $TotalCharges$ <= 3001.075 AND $TotalCharges$ <= 3083.6 AND $PaymentMethod$ = Electronic check AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => No",11.0,7.0
"$tenure$ > 24.5 AND $TotalCharges$ > 1940.05 AND $TechSupport$ = No AND $MonthlyCharges$ > 86.275 AND $tenure$ <= 31.5 AND $TotalCharges$ > 1638.3 AND $TotalCharges$ > 1556.35 AND $TotalCharges$ > 1348.225 AND $TotalCharges$ > 1192.4250000000002 AND $PaperlessBilling$ = Yes AND $DeviceProtection$ = No AND $TotalCharges$ <= 3001.075 AND $TotalCharges$ <= 3083.6 AND $PaymentMethod$ = Electronic check AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => Yes",18.0,14.0
"$TechSupport$ = Yes AND $MonthlyCharges$ > 86.275 AND $tenure$ <= 31.5 AND $TotalCharges$ > 1638.3 AND $TotalCharges$ > 1556.35 AND $TotalCharges$ > 1348.225 AND $TotalCharges$ > 1192.4250000000002 AND $PaperlessBilling$ = Yes AND $DeviceProtection$ = No AND $TotalCharges$ <= 3001.075 AND $TotalCharges$ <= 3083.6 AND $PaymentMethod$ = Electronic check AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => No",14.0,9.0
"$tenure$ > 31.5 AND $TotalCharges$ > 1638.3 AND $TotalCharges$ > 1556.35 AND $TotalCharges$ > 1348.225 AND $TotalCharges$ > 1192.4250000000002 AND $PaperlessBilling$ = Yes AND $DeviceProtection$ = No AND $TotalCharges$ <= 3001.075 AND $TotalCharges$ <= 3083.6 AND $PaymentMethod$ = Electronic check AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => Yes",11.0,9.0
"$TotalCharges$ > 3001.075 AND $TotalCharges$ <= 3083.6 AND $PaymentMethod$ = Electronic check AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => Yes",10.0,10.0
"$PaperlessBilling$ = No AND $Dependents$ = No AND $TotalCharges$ <= 4137.625 AND $TotalCharges$ > 3083.6 AND $PaymentMethod$ = Electronic check AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => No",10.0,9.0
"$TotalCharges$ <= 3456.2 AND $TotalCharges$ <= 3808.95 AND $PaperlessBilling$ = Yes AND $Dependents$ = No AND $TotalCharges$ <= 4137.625 AND $TotalCharges$ > 3083.6 AND $PaymentMethod$ = Electronic check AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => No",24.0,15.0
"$TotalCharges$ > 3456.2 AND $TotalCharges$ <= 3808.95 AND $PaperlessBilling$ = Yes AND $Dependents$ = No AND $TotalCharges$ <= 4137.625 AND $TotalCharges$ > 3083.6 AND $PaymentMethod$ = Electronic check AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => Yes",21.0,15.0
"$TotalCharges$ > 3808.95 AND $PaperlessBilling$ = Yes AND $Dependents$ = No AND $TotalCharges$ <= 4137.625 AND $TotalCharges$ > 3083.6 AND $PaymentMethod$ = Electronic check AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => No",19.0,14.0
"$Dependents$ = Yes AND $TotalCharges$ <= 4137.625 AND $TotalCharges$ > 3083.6 AND $PaymentMethod$ = Electronic check AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => No",18.0,16.0
"$TotalCharges$ <= 4444.375 AND $TotalCharges$ > 4137.625 AND $TotalCharges$ > 3083.6 AND $PaymentMethod$ = Electronic check AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => Yes",20.0,17.0
"$OnlineSecurity$ = Yes AND $TotalCharges$ > 4444.375 AND $TotalCharges$ > 4137.625 AND $TotalCharges$ > 3083.6 AND $PaymentMethod$ = Electronic check AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => No",13.0,10.0
"$MonthlyCharges$ <= 98.25 AND $TotalCharges$ <= 5054.6 AND $OnlineSecurity$ = No AND $TotalCharges$ > 4444.375 AND $TotalCharges$ > 4137.625 AND $TotalCharges$ > 3083.6 AND $PaymentMethod$ = Electronic check AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => Yes",10.0,6.0
"$MonthlyCharges$ > 98.25 AND $TotalCharges$ <= 5054.6 AND $OnlineSecurity$ = No AND $TotalCharges$ > 4444.375 AND $TotalCharges$ > 4137.625 AND $TotalCharges$ > 3083.6 AND $PaymentMethod$ = Electronic check AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => No",11.0,8.0
"$TotalCharges$ > 5054.6 AND $OnlineSecurity$ = No AND $TotalCharges$ > 4444.375 AND $TotalCharges$ > 4137.625 AND $TotalCharges$ > 3083.6 AND $PaymentMethod$ = Electronic check AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => Yes",12.0,9.0
"$tenure$ <= 30.5 AND $MonthlyCharges$ <= 89.275 AND $TotalCharges$ <= 2946.075 AND $SeniorCitizen$ <= 0.5 AND $TechSupport$ = No AND $PaymentMethod$ = Credit card (automatic) AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => No",17.0,14.0
"$tenure$ > 30.5 AND $MonthlyCharges$ <= 89.275 AND $TotalCharges$ <= 2946.075 AND $SeniorCitizen$ <= 0.5 AND $TechSupport$ = No AND $PaymentMethod$ = Credit card (automatic) AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => Yes",10.0,6.0
"$MonthlyCharges$ > 89.275 AND $TotalCharges$ <= 2946.075 AND $SeniorCitizen$ <= 0.5 AND $TechSupport$ = No AND $PaymentMethod$ = Credit card (automatic) AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => Yes",22.0,13.0
"$TotalCharges$ > 2946.075 AND $SeniorCitizen$ <= 0.5 AND $TechSupport$ = No AND $PaymentMethod$ = Credit card (automatic) AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => No",30.0,23.0
"$tenure$ <= 33.5 AND $SeniorCitizen$ > 0.5 AND $TechSupport$ = No AND $PaymentMethod$ = Credit card (automatic) AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => Yes",21.0,14.0
"$tenure$ > 33.5 AND $SeniorCitizen$ > 0.5 AND $TechSupport$ = No AND $PaymentMethod$ = Credit card (automatic) AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => No",13.0,8.0
"$TechSupport$ = Yes AND $PaymentMethod$ = Credit card (automatic) AND $tenure$ <= 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => No",28.0,24.0
"$OnlineSecurity$ = Yes AND $tenure$ > 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => No",44.0,41.0
"$TotalCharges$ <= 6786.75 AND $OnlineSecurity$ = No AND $tenure$ > 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => No",81.0,63.0
"$TotalCharges$ > 6786.75 AND $OnlineSecurity$ = No AND $tenure$ > 54.5 AND $tenure$ > 13.5 AND $InternetService$ = Fiber optic AND $Contract$ = Month-to-month => Yes",12.0,7.0
"$TotalCharges$ <= 19.575000000000003 AND $PaymentMethod$ = Mailed check AND $TotalCharges$ <= 36.325 AND $InternetService$ = No AND $Contract$ = Month-to-month => No",23.0,16.0
"$TotalCharges$ <= 19.825000000000003 AND $TotalCharges$ <= 20.075000000000003 AND $TotalCharges$ <= 20.225 AND $TotalCharges$ > 19.575000000000003 AND $PaymentMethod$ = Mailed check AND $TotalCharges$ <= 36.325 AND $InternetService$ = No AND $Contract$ = Month-to-month => Yes",12.0,7.0
"$TotalCharges$ > 19.825000000000003 AND $TotalCharges$ <= 20.075000000000003 AND $TotalCharges$ <= 20.225 AND $TotalCharges$ > 19.575000000000003 AND $PaymentMethod$ = Mailed check AND $TotalCharges$ <= 36.325 AND $InternetService$ = No AND $Contract$ = Month-to-month => No",18.0,13.0
"$TotalCharges$ > 20.075000000000003 AND $TotalCharges$ <= 20.225 AND $TotalCharges$ > 19.575000000000003 AND $PaymentMethod$ = Mailed check AND $TotalCharges$ <= 36.325 AND $InternetService$ = No AND $Contract$ = Month-to-month => Yes",12.0,9.0
"$TotalCharges$ <= 20.475 AND $TotalCharges$ > 20.225 AND $TotalCharges$ > 19.575000000000003 AND $PaymentMethod$ = Mailed check AND $TotalCharges$ <= 36.325 AND $InternetService$ = No AND $Contract$ = Month-to-month => No",14.0,12.0
"$TotalCharges$ <= 22.475 AND $TotalCharges$ > 20.475 AND $TotalCharges$ > 20.225 AND $TotalCharges$ > 19.575000000000003 AND $PaymentMethod$ = Mailed check AND $TotalCharges$ <= 36.325 AND $InternetService$ = No AND $Contract$ = Month-to-month => Yes",13.0,8.0
"$TotalCharges$ > 22.475 AND $TotalCharges$ > 20.475 AND $TotalCharges$ > 20.225 AND $TotalCharges$ > 19.575000000000003 AND $PaymentMethod$ = Mailed check AND $TotalCharges$ <= 36.325 AND $InternetService$ = No AND $Contract$ = Month-to-month => No",10.0,7.0
"$PaymentMethod$ = Bank transfer (automatic) AND $TotalCharges$ <= 36.325 AND $InternetService$ = No AND $Contract$ = Month-to-month => No",12.0,8.0
"$PaymentMethod$ = Electronic check AND $TotalCharges$ <= 36.325 AND $InternetService$ = No AND $Contract$ = Month-to-month => No",17.0,10.0
"$PaymentMethod$ = Credit card (automatic) AND $TotalCharges$ <= 36.325 AND $InternetService$ = No AND $Contract$ = Month-to-month => No",7.0,7.0
"$TotalCharges$ > 36.325 AND $InternetService$ = No AND $Contract$ = Month-to-month => No",283.0,255.0
"$Contract$ = Two year AND TRUE => No",1353.0,1314.0
